brand,model,device_category,price,rating,cpu_brand,cpu_family,cpu_series,cpu_model,cpu_suffix,cpu_core_count,cpu_thread_count,cpu_p_cores,cpu_e_cores,cpu_lp_e_cores,ram_gb,storage_gb,display_width_px,display_height_px,display_size_inch,gpu_brand,gpu_series,gpu_model,gpu_vram_gb,gpu_type,os_name,warranty_years
lenovo,Lenovo Legion Pro 5 16IAX10 83F3007CIN Gaming,Gaming,189990,84,Intel,Core Ultra,Core Ultra 7,255HX,HX,20,20,8,12,,32,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 83K100HSIN,Thin & Light,62350,54,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,1024,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
asus,Asus Vivobook Go 15 E1504FA-BQ2343WS,Thin & Light,34990,51,AMD,Ryzen,Ryzen 3,7320U,U,4,8,,,,16,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
lenovo,Lenovo V14 G3 82TS00JGUS,General,56990,48,Intel,Core,Core I7,1255U,U,10,12,2,8,,16,512,1920,1080,14,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
dell,Dell DC 14250 ODC1425000401RINS1,General,69990,52,Intel,Core,Core 5,120U,U,10,12,2,8,,16,512,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
dell,Dell 14 Inspiron 5440 (100UU / 16GB / 512GB / Windows),General,37800,50,Intel,Core,Core I3,100U,U,6,8,2,4,,16,512,1920,1080,14,,,,,,Windows,1
lenovo,Lenovo V14 G4 82YTA00UIN,General,29990,44,AMD,Ryzen,Ryzen 3,7320U,U,4,8,,,,8,512,1920,1080,14,AMD,Radeon,Radeon,,Integrated,Windows,1
acer,Acer TravelLite TL04-41M,General,33990,50,AMD,Ryzen,Ryzen 5,7430U,U,6,12,,,,8,512,1920,1080,14,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP Victus 15-fa2303tx Gaming,Gaming,82999,69,Intel,Core,Core I5,14450HX,HX,10,16,6,4,,24,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,1
hp,HP Victus 15-fa1082wm Gaming,Gaming,79990,55,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
msi,MSI Modern 14 C7M-105IN,General,40990,54,AMD,Ryzen,Ryzen 5,7530U,U,6,12,,,,8,512,1920,1080,14,AMD,Radeon,Radeon,,Integrated,Windows,1
ultimus,Ultimus Apex Bold N NU14U9INC54LS,General,16990,33,Intel,Celeron,Celeron,N4020,,2,2,,,,8,256,1366,768,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
asus,Asus Vivobook Go 14 E1404FA-EB2322WS,Thin & Light,30990,50,AMD,Ryzen,Ryzen 3,7320U,U,4,8,,,,8,512,1920,1080,14,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP 15-FD1444TU,General,51999,42,Intel,Core,Core 5,120U,U,10,12,2,8,,8,512,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
msi,MSI VenturePro A15 A3HWEG-011IN,General,124990,70,AMD,Ryzen,Ryzen 7,350,,8,16,,,,16,1024,1920,1080,16,NVIDIA,GeForce RTX,RTX 5050,8,Dedicated,Windows,2
hp,HP 15 2025,General,36623,45,Intel,Core,Core I3,1315U,U,6,8,2,4,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo ThinkBook 14 21SGA02YIG,Business,81990,50,Intel,Core,Core 7,240H,H,10,16,6,4,,16,512,1920,1200,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
hp,HP 255 G10 BJ3S9AT-3,General,33900,57,AMD,Ryzen,Ryzen 3,7330U,U,4,8,,,,16,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP 255 G10 BJ3S9AT-1,General,33390,59,AMD,Ryzen,Ryzen 3,7330U,U,4,8,,,,8,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
chuwi,Chuwi CoreBook X (7430UU / 16GB / 512GB / HD Graphics / Windows),General,39990,54,AMD,Ryzen,Ryzen 5,7430U,U,6,12,,,,16,512,2560,1600,14,Intel,HD,HD Graphics,,Integrated,Windows,1
hp,HP 255 G10 BJ3P9PT-2,General,41990,57,AMD,Ryzen,Ryzen 5,7520U,U,4,8,,,,16,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
dell,Dell 16 Alienware CAN16250CTO03MINO Gaming,Gaming,472990,92,Intel,Core Ultra,Core Ultra 9,275HX,HX,24,24,8,16,,64,2048,2560,1600,16,NVIDIA,GeForce RTX,RTX 5090,24,Dedicated,Windows,1
dell,Dell 16 Alienware CAN16250CTO02MINO Gaming,Gaming,396490,91,Intel,Core Ultra,Core Ultra 9,275HX,HX,24,24,8,16,,32,2048,2560,1600,16,NVIDIA,GeForce RTX,RTX 5080,16,Dedicated,Windows,1
hp,HP ZBook Firefly 14 G11 A1VR3PT,General,143900,78,Intel,Core Ultra,Core Ultra 7,155H,H,16,22,6,8,2,32,1024,1920,1200,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
lenovo,Lenovo LOQ 15IRX9 83DV018LIN Gaming,Gaming,104990,71,Intel,Core,Core I7,13650HX,HX,14,20,6,8,,24,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4060,8,Dedicated,Windows,1
msi,MSI Katana 15 B14WFK-102IN Gaming,Gaming,134990,71,Intel,Core,Core I7,14650HX,HX,16,24,8,8,,16,1024,2560,1440,15,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,2
asus,Asus ExpertBook B5 B5404CMA-Q61142X,General,185990,75,Intel,Core Ultra,Core Ultra 5,125H,H,14,18,4,8,2,16,1024,1920,1200,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
dell,Dell 16 Plus DB16255 Next Gen AI,General,71490,55,AMD,Ryzen,Ryzen 5,340,,8,16,0,8,0,16,512,1920,1200,16,Intel,Arc,Arc Graphics,,Integrated,Windows,1
asus,Asus Vivobook Go 15 E1504FA-BQ2523WS,Thin & Light,36990,51,AMD,Ryzen,Ryzen 5,7520U,U,4,8,,,,8,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
apple,Apple MacBook Pro 14 (M5 / 24GB / 1024GB / Apple 10-Core GPU / Mac),General,202990,55,Apple,M-Series,M5,M5,,10,10,4,6,,24,1024,3024,1964,14,Apple,Apple GPU,Apple 10-Core GPU,,Integrated,Mac,1
apple,Apple MacBook Pro 14 (M5 / 16GB / 1024GB / Apple 10-Core GPU / Mac),General,183490,53,Apple,M-Series,M5,M5,,10,10,4,6,,16,1024,3024,1964,14,Apple,Apple GPU,Apple 10-Core GPU,,Integrated,Mac,1
apple,Apple MacBook Pro 14 2025,General,164490,51,Apple,M-Series,M5,M5,,10,10,4,6,,16,512,3024,1964,14,Apple,Apple GPU,Apple 10-Core GPU,,Integrated,Mac,1
hp,HP OmniBook 7 FR0066TU,General,81990,60,Intel,Core Ultra,Core Ultra 5,225H,H,14,14,4,8,2,16,512,2880,1800,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 15AMN8 82XQ00NYIN,Thin & Light,34490,51,AMD,Ryzen,Ryzen 3,7320U,U,4,8,,,,8,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 5 16IMH9 83DC00ACIN,Thin & Light,66990,51,Intel,Core Ultra,Core Ultra 5,125H,H,14,18,4,8,2,16,512,1920,1200,16,Intel,Arc,Arc Graphics,,Integrated,Windows,1
hp,HP 15-fd0514TU,General,74990,56,Intel,Core,Core I7,1355U,U,10,12,2,8,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer Aspire Lite AL15-52H (13420HH / 16GB / 512GB / UHD Graphics / Windows),General,48500,53,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
asus,Asus Expertbook B3 B3404CVAB-Q50884X,General,120990,59,Intel,Core,Core I5,1335U,U,10,12,2,8,,16,512,1920,1200,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo LOQ 15AHP10 83JG008KIN Gaming,Gaming,110990,72,AMD,Ryzen,Ryzen 7,250,,8,16,,,,16,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 5050,8,Dedicated,Windows,1
acer,Acer TravelLite TL04-51M,General,38980,52,Intel,Core,Core I5,1334U,U,10,12,2,8,,8,512,1920,1080,14,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
lenovo,Lenovo V14 83A0A0PTIN,General,47990,44,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
samsung,Samsung Galaxy Book 4 NP754XGQ-LS1IN,General,43998,51,Intel,Core,Core 5,120U,U,10,12,2,8,,16,512,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Linux,1
lenovo,Lenovo LOQ 83JC00MVIN Gaming,Gaming,83290,70,AMD,Ryzen,Ryzen 7,7435HS,HS,8,16,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
asus,Asus Expertbook B3 B3404CVA-Q51174X,General,119990,60,Intel,Core,Core I5,1335U,U,10,12,2,8,,16,512,1920,1200,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP 15-hr0009TU,General,56999,46,Intel,Core,Core 5,120U,U,10,12,2,8,,16,512,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
hp,HP 15-FD0651TU,General,50499,38,Intel,Core,Core 5,120U,U,10,12,2,8,,8,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
acer,Acer Aspire 14 AS14H-53 UN.36CSI.005,General,56990,52,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1200,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP 15-fc0690au,General,45990,51,AMD,Ryzen,Ryzen 5,7520U,U,4,8,,,,16,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
lenovo,Lenovo IdeaPad 1 15ALC7 82R400XSIN,General,36190,51,AMD,Ryzen,Ryzen 5,5500U,U,6,12,,,,8,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 82XM0113IN,Thin & Light,49490,54,AMD,Ryzen,Ryzen 7,5825U,U,8,16,,,,16,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP OmniBook 5 16-fb0001QU,Thin & Light,69990,39,Snapdragon,Snapdragon,Snapdragon X,X1-26-100,,10,10,,,,16,1024,1920,1200,16,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
hp,HP Omen 16-ap0182AX Gaming,Gaming,167990,81,AMD,Ryzen,Ryzen 9,8940HX,HX,16,32,,,,24,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 5070,8,Dedicated,Windows,1
lenovo,Lenovo LOQ 2024 15IRX9 83DV01A8IN Gaming,Gaming,87990,66,Intel,Core,Core I5,13450HX,HX,10,16,6,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
dell,Dell DC15255,General,41990,51,AMD,Ryzen,Ryzen 5,7520U,U,4,8,,,,8,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 5 14AKP10 83HX008XIN,Thin & Light,69990,48,AMD,Ryzen,Ryzen Ai 5,330,,8,16,0,8,0,16,512,1920,1200,14,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP ZBook Power G11 A8WN2PT,General,172550,79,Intel,Core Ultra,Core Ultra 7,155H,H,16,22,6,8,2,32,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 500 Ada,4,Dedicated,Windows,1
hp,HP ZBook Power G11 A8WM9PT,General,204450,82,Intel,Core Ultra,Core Ultra 7,155H,H,16,22,6,8,2,32,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 2000 Ada,8,Dedicated,Windows,1
microsoft,Microsoft Surface Pro 12 EP2-27654,Thin & Light,88990,41,Snapdragon,Snapdragon,Snapdragon X,Plus,,10,10,,,,16,256,2196,1464,12,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
microsoft,Microsoft Surface Pro 12 EP2-27670,Thin & Light,97990,43,Snapdragon,Snapdragon,Snapdragon X,Plus,,10,10,,,,16,512,2196,1464,12,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 83EM00GYIN,Thin & Light,64990,55,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP ZBook Power G11 A8WM1PT,General,225999,86,Intel,Core Ultra,Core Ultra 9,185H,H,16,22,6,8,2,32,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 1000 Ada,6,Dedicated,Windows,1
msi,MSI Vector A18 HX A9WIG-088IN Gaming,Gaming,339990,89,AMD,Ryzen,Ryzen 9,9955HX,HX,16,32,,,,32,2048,2560,1600,18,NVIDIA,GeForce RTX,RTX 5080,16,Dedicated,Windows,2
lenovo,Lenovo Yoga Slim 7 14IMH9 83CV006BIN,Convertible,86999,59,Intel,Core Ultra,Core Ultra 5,125H,H,14,18,4,8,2,16,512,1920,1200,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
dell,Dell 14 Plus DB04255 2in1,General,82490,53,AMD,Ryzen,Ryzen Ai 5,340,,8,16,0,8,0,16,512,1920,1200,14,AMD,Radeon,Radeon,,Integrated,Windows,1
dell,Dell 14 7440 OIN74401001R1RINU1O,General,68490,50,Intel,Core,Core 5,210H,H,8,12,4,4,,16,512,1920,1200,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
dell,Dell 14 Plus DB04255 2-in-1,Convertible,94990,52,AMD,Ryzen,Ryzen Ai 7,350,,8,16,,,,16,1024,1920,1200,14,AMD,Radeon,Radeon,,Integrated,Windows,1
dell,Dell 14 7440 OIN74401002R1RINU1O,General,77484,52,Intel,Core,Core 7,240H,H,10,16,6,4,,16,512,1920,1200,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer Aspire 7 A715-79G UN.U35SI.002 Gaming,Gaming,71990,53,Intel,Core,Core 5,210H,H,8,12,4,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
hp,HP Victus 15-fa2197TX Gaming,Gaming,69990,57,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,1
hp,HP Victus 15-fa2375TX Gaming,Gaming,76990,59,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
lenovo,Lenovo Yoga Slim 7 14AKP10 83JY0069IN,Convertible,109800,55,AMD,Ryzen,Ryzen Ai 7,350,,8,16,,,,32,1024,1920,1200,14,AMD,Radeon,Radeon,,Integrated,Windows,1
dell,Dell 15 DC15250 (1334UU / 16GB / 512GB / UHD Graphics / Windows),General,54499,48,Intel,Core,Core I5,1334U,U,10,12,2,8,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer Aspire Lite AL15-52H UN.347SI.00V,General,50990,53,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 83N3002QIN,Thin & Light,61590,39,Snapdragon,Snapdragon,Snapdragon X,X1-26-100,,10,10,,,,16,512,1920,1200,15,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
msi,MSI Katana 15 B13VEK-2432IN Gaming,Gaming,90990,63,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,2
lenovo,Lenovo LOQ 2024 15IRX9 83DV01AAIN Gaming,Gaming,89990,66,Intel,Core,Core I5,13450HX,HX,10,16,6,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
dell,Dell 15 DC15250 (1355UU / 16GB / 512GB / UHD Graphics / Windows),General,71150,50,Intel,Core,Core I7,1355U,U,10,12,2,8,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP 15-fc0703AU,General,40999,53,AMD,Ryzen,Ryzen 5,7530U,U,6,12,,,,16,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
asus,Asus Vivobook 14 2025 X1504VAP-BQ541WS,Thin & Light,51990,44,Intel,Core,Core 5,120U,U,10,12,2,8,,16,512,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 83K100C9IN,Thin & Light,64990,53,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1200,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo LOQ 15IRX9 83DV018FIN AI Gaming,Gaming,76990,61,Intel,Core,Core I5,13450HX,HX,10,16,6,4,,24,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050A,4,Dedicated,Windows,1
hp,HP ZBook Fury 16 G10 8Y522EC Mobile Workstation,General,201600,75,Intel,Core,Core I7,13850HX,HX,20,28,8,12,,32,512,3840,2400,16,NVIDIA,GeForce RTX,RTX A1000,6,Dedicated,Windows,1
lenovo,Lenovo ThinkBook 16 21KKA0HFIN,Business,42490,60,AMD,Ryzen,Ryzen 5,7430U,U,6,12,,,,8,512,1920,1200,16,AMD,Radeon,Radeon,,Integrated,Windows,1
dell,Dell Vostro 3520 (1305UU / 16GB / 512GB / Integrated Graphics / Windows),Business,38790,52,Intel,Core,Core I3,1305U,U,5,6,1,4,,16,512,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
msi,MSI Cyborg 15 B2RWFKG-215IN Gaming,Gaming,122990,65,Intel,Core,Core 7,240H,H,10,16,6,4,,16,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,2
acer,Acer Travel Lite TL04-51M,General,40090,53,Intel,Core,Core I5,1334U,U,10,12,2,8,,16,512,1920,1080,14,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
hp,HP 15-fc0388AU,General,36899,54,AMD,Ryzen,Ryzen 5,7530U,U,6,12,,,,8,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP 240R G9 A9UK7PT##ACJ,Business,49990,42,Intel,Core,Core I5,1334U,U,10,12,2,8,,8,512,1366,768,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo LOQ 2025 15IRX10 83JE00U4IN Gaming,Gaming,122114,71,Intel,Core,Core I7,13700HX,HX,16,24,8,8,,16,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,1
lenovo,Lenovo IdeaPad 3 15ITL05 82H802L3IN,General,39499,54,Intel,Core,Core I3,1115G4,,2,4,,,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP OmniBook 5 Flip 14-fp0690TU,Convertible,97649,59,Intel,Core,Core I5,1334U,U,10,12,2,8,,16,1024,1920,1200,14,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
dell,Dell Latitude 3550 INDLATI3550N12,Business,64899,56,Intel,Core,Core I5,1335U,U,10,12,2,8,,16,512,1366,768,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP 255 G10 BK2F0PT,General,32728,55,AMD,Ryzen,Ryzen 3,7320U,U,4,8,,,,16,512,1366,768,15,AMD,Radeon,Radeon,,Integrated,Windows,1
dell,Dell Latitude 3550,Business,38490,59,Intel,Core,Core I3,1315U,U,6,8,2,4,,16,512,1366,768,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
dell,Dell 15 DB15250 ODC1525002001RINS1,General,36490,42,Intel,Core,Core 3,100U,U,6,8,2,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
asus,Asus Chromebook CX1500FKA-E80077,General,15999,36,Intel,Celeron,Celeron,N4500,,2,2,,,,8,64,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Chrome,1
hp,HP Victus 15-fa1010ca Gaming,Gaming,63900,50,Intel,Core,Core I5,13420H,H,8,12,4,4,,8,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 2050,4,Dedicated,Windows,1
hp,HP Envy x360 14-fc0179TU,Convertible,129800,70,Intel,Core Ultra,Core Ultra 7,155U,U,12,14,2,8,2,32,1024,1920,1200,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
lenovo,Lenovo V14 83A0A0PBIN,General,35990,43,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,512,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 15IRH10 83K100C6IN,Thin & Light,60990,61,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1200,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo ThinkBook 16 21SHS00U00,Business,58490,42,Intel,Core,Core 5,210H,H,8,12,4,4,,8,512,1920,1080,16,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
dell,Dell 14 Plus DB14250 ODB1425020801RINU1,General,112990,66,Intel,Core Ultra,Core Ultra 7,256V,V,8,8,4,,4,16,512,2560,1440,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
alienware,Alienware 16 Aurora OAN1625000801MINO Gaming,Gaming,135000,68,Intel,Core,Core 7,240H,H,10,16,6,4,,16,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 5050,8,Dedicated,Windows,1
hp,HP 15-fd0668TU,General,39999,54,Intel,Core,Core I3,1315U,U,6,8,2,4,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo Yoga Slim 7 14IMH9 83CV00DFIN,Convertible,81990,51,Intel,Core Ultra,Core Ultra 5,125H,H,14,18,4,8,2,16,512,1920,1200,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
asus,Asus VivoBook 14 2025 X1404VA-EB321WS,Thin & Light,34990,51,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,512,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
dell,Dell 14 Plus 2-in-1 ODB0425020301RINU1 Touch,Convertible,107900,69,Intel,Core Ultra,Core Ultra 7,256V,V,8,8,4,,4,16,512,1920,1200,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
hp,HP Victus 15-fb3189AX Gaming,Gaming,64250,63,AMD,Ryzen,Ryzen 7,7445H,H,8,16,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 2050,4,Dedicated,Windows,1
msi,MSI Cyborg 15 B2RWEKG-217IN Gaming,Gaming,95990,62,Intel,Core 5,210H,210H,H,8,12,4,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 5050,8,Dedicated,Windows,2
hp,HP OmniBook 7 AI 14-fr0116TU,General,122893,73,Intel,Core Ultra,Core Ultra 7,255H,H,16,16,6,8,2,32,1024,2880,1800,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
chuwi,Chuwi CoreBook X i3,General,19990,46,Intel,Core,Core I3,10100Y,Y,2,4,,,,8,256,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer Travel Lite 14 TL14-52M UN.35ASI.071,General,70990,61,Intel,Core,Core I7,1355U,U,10,12,2,8,,16,1024,1920,1080,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
msi,MSI Thin 15 B13UDX-126IN Gaming,Gaming,82590,61,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,2
walker,Walker NU15A1,General,16990,32,Intel,Celeron,Celeron,N4020,,2,2,,,,8,256,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
asus,Asus Vivobook 15 X1504VA-BQ321WS,Thin & Light,36990,51,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP Victus 15-fa2103tx Gaming,Gaming,85990,66,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
asus,Asus Vivobook Go 15 E1504FA-BQ2543WS,Thin & Light,42008,53,AMD,Ryzen,Ryzen 5,7520U,U,4,8,,,,16,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
asus,Asus Vivobook Go 14 E1404FA-EB2542WS,Thin & Light,40990,53,AMD,Ryzen,Ryzen 5,7520U,U,4,8,,,,16,512,1920,1080,14,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP ZBook Firefly 16 G11,General,91999,64,Intel,Core Ultra,Core Ultra 5,125H,H,14,18,4,8,2,16,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX A500,4,Dedicated,Windows,1
lenovo,Lenovo V14 G3 82TS00PDLN,General,45990,50,Intel,Core,Core I5,1235U,U,10,12,2,8,,16,512,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
msi,MSI Thin 15 B13UDX-3090IN Gaming,Gaming,71990,63,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,2
dell,Dell Inspiron 5440 OIN5440340201RINU1O,General,59990,50,Intel,Core,Core I5,1334U,U,10,12,2,8,,8,512,1920,1200,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
hp,HP ZBook Firefly 16 8F6K1PA Workstation,General,132499,62,Intel,Core,Core I7,1255U,U,10,12,2,8,,16,1024,1920,1200,16,,,,,,Windows,1
msi,MSI Thin 15 B13UDX-128IN Gaming,Gaming,59990,62,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,2
samsung,Samsung Galaxy Book 2 NP641BED-KA3IN,General,69999,51,Intel,Core,Core I5,1235U,U,10,12,2,8,,16,1024,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo LOQ 83JE00U7IN Gaming,Gaming,107990,78,Intel,Core,Core I7,14700HX,HX,20,28,8,12,,16,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 5050,8,Dedicated,Windows,1
msi,MSI Katana 15 HX B14WFK-261IN Gaming,Gaming,141016,72,Intel,Core,Core I9,14900HX,HX,24,32,8,16,,16,1024,2560,1440,15,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,2
